Sentence,Label

 Will you please contact them again.,2

" These are a priority for Carolyn, so please coordinate with her on getting",2

" Gerald, pls review economics sheet.",2

 Can you please help Jane in putting credit language into the confirmation of,2

 Could you please send me the Excel or place it in the dropbox.,2

 Please bill California Paperboard 14650,2

 Please review the database for all findings related to,2

 Please respond to kaplan,2

" Please adjust the sithe storage account to a price of $0, instead of wacog.",2

 Any questions please give me a call.  j.  floyd,2

 PLEASE REVIEW THE NOTICE AND DISCLAIMER BELOW,2

 Can you get this for him.,2

 Can you give him a  call and chat with him for 10 minutes.,2

" Please, check with",2

 Please forward to this to any others on your team(s) you think appropriate.,2

" Tana, would you please e-mail a sample ISDA to Mr. Ray Cunningham of Exxon",2

" Please revise /or replace these GTCs in name only to Torch Energy Marketing,",2

 Please respond to ice so that they can nix the deal and the commissions.,2

 Please provide any comments with regard to,2

" Please update me with where things stand on Columbia, both with respect to",2

 2,2

 Please respond to \,2

" Pat,  Please print these for me.",2

 the deals listed below and make sure the location field on the deal exchange,2

 Please review it and discuss any questions you may have with Gerald.,2

" TAMMI, can you verify if deal #s",2

 FYI - Could you please input this information into the model we are,2

" $225,000 and we need your help.",2

" Can you put this file in the appropriate directory, and create the necessary",2

 Tana,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please add your insert to this version.,2

" Tom, Go ahead and make these changes in Sitara.",2

 Please respond to <dvigil@vidmon.com>,2

 Please insert names and other,2

 Please check the University of California Energy Institute web site (,2

" If possible, please review before the meeting.",2

 Please fax the agreement to 646-758-4411 and 201-524-2080,2

" To subscribe to the list by e-mail, send a blank e-mail to",2

 Please review with Ken Lay.,2

" Alos, could you please",2

 Can you provide me with the appropriate signature block for ENA/ECT,2

" After friday, I will no longer have access to the estate, so if you could shoot this off over night so I could have something in the morning to work with I would appreciate it.",2

" fill out the form below and return it to us, or provide the",2

 Call me to discuss the timing of drafting such an LOI.,2

 Could you change the person that you send the Citizens Insurance Invoice to to the following,2

 Kate could you check with the trader on this.,2

 If this is true please put it on my,2

" Enron Japan Corp. (on EOL), please have the US GTC's forwarded to me, so that",2

" already done so, please send me the following",2

 zipped or deleted please do so.,2

 Please review and let me know if you have any changes.,2

 Could you email me your telephone number and the afterhours number?,2

 Please contact him regarding this deal.,2

 Please update the CSFB/Enron Corp. entry on Lotus Notes with status info,2

 Please get with me before we offer a job to andrew mcclune.,2

 Please look at the attached redline from Greeley regarding the credit sections.,2

 Could you please supply me with a copy of your current Confidentiality,2

 Please print and execute two copies of the Enfolio Agreement along with the,2

 Please send the updated org list to Calger.,2

 Please e-mail me the completed schedule by the end of the Friday.,2

" you confirm the date, please advise at your convenience how you see the",2

 Please call and we can discuss.,2

 PLEASE TAKE A MINUTE TO FILL OUT YOUR UNITED WAY PLEDGE TODAY.,2

 to the  list\,2

 Now I need your help in,2

 please pass this along to the appropriate people in the credit group.,2

 Please look at the Tradespark agreement,2

 Can you send me a brief description of the anticipated support for,2

 Please review and provide comments quickly.,2

 Please ensure that a,2

 Will you please make me an account recon folder for Co. 0072  and 1699,2

" Please correct/supplement, etc.",2

" Paul, as we discussed, you can print this out on TW letterhead, sign and fax to Richardson.",2

" Once those are done, can you email the id #'s to John Powell, Debbie Brackett and Stephanie McGinnis?",2

 Please add these characters in,2

" For audit purposes, can you give us a brief description of where the value",2

 Please check the set up of the book listed below.,2

 Please respond to \,2

" process, please call the PEP Help Desk at the following numbers",2

 please distribute for your staff meeting,2

 Maureen -- please put times and locations on my calendar as an fyi.,2

 Please forward comments on this Technical Bulletin via email to,2

 Please contact me upon receipt to discuss and to fill in the blanks.,2

 Please include Pat Clynes on all Logistics information.,2

 Can you sneak me a copy of the latest draft?,2

 Give me a call when you get a minute.,2

 Please call me to discuss wh=,2

" organization in general, please check out",2

 1. please send up the software that needs to be installed along with,2

 Please respond to The Motley Fool,2

 Please book the same room for the same time (3 pm) on July 31 for a follow up,2

 Please forward the documents for,2

" After you have done so, please distribute it back to us for",2

 Please print the original message and all of the attachments.,2

 Please provide John and I a monthly report of customer transactions,2

 please print this and attached and put in the Project Canary Due Diligence,2

 Please send me an e-mail today with your impressions of this candidate so,2

 Please locate these drawings and have copies sent up to Stuart Zisman.,2

 Give me a call and we can decide where to meet.,2

 Please fill out the attached form to ensure that all applications required by,2

 Please cc your reply also to gordon.sick@rogroup.com,2

 Call me or write when you get thoses details.,2

 Please advise your availability ASAP in reference to the request noted below,2

 Can you please respond to EOTT attorney Molly Sample.,2

" When the time comes, please check your roster carefully and make sure that",2

 Could you get Terry authorization to path in Unify please?,2

 please add to my schedule.,2

 Please set up the following contract,2

 Please reply to this email with your answers to the questions below no later,2

" Please provide forecast of Price volatility for ECAR, TVA, and M",2

 Please list all Notes databases applications that you currently use,2

 Please have Matt email the ops reports to,2

 it and fax it to me tomorrow morning.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please make sure that Vince has the new location on his calendar - I think,2

 Please  make sure that you have upgraded your Netscape,2

 Please can you advise when,2

 work to stand in the Enron lobby (or send my secretary to do it for me).,2

 Please provide me with the complete list of,2

 Please try to correct this problem.,2

" MG/Enron Metals e-mail address book, please circulate via e-mail for me the",2

 Please prepare a bilateral NDA for the following company,2

" Martha, please print up and sign for me and send.",2

 Please forward to Sue Walden and get her ideas.,2

 Could you please send me,2

 Could you please provide pricing for the following scenarios,2

 PLEASE DIRECT ALL INQUIRIES TO,2

 Please make sure there there is no P&L or position effect in the crude books,2

 It's now up to all of you to send me information and pictures to put on the,2

" To complete your assessment, please open your internet browser and go to the",2

 Please respond to Kaye.Ellis@enron.com.,2

" Audrey,  would you send an invite to Brad Holmes and Teb Lokey?",2

 please call the Photofete staff at 713-942-7797.,2

 Please forward me a revised copy of this spreadsheet once you have completed,2

" It didn't, check with Karim and let me know today.",2

 Give me a call in the morning and let me know.,2

 can you meet them for this- I have a conference call with Kelsey's lawyers at 5-6,2

 IF YOU WOULD LIKE TO BE TAKEN OFF THIS REMINDER LIST please either call me,2

 Can you help Sherry with this set-up.,2

" report, please remove Louise from the distribution list and add Philippe and",2

 Please include all correspondence when responding.,2

 please respond with all possibilities.,2

 could you put these volumes into a spread sheet and come up with a daily average?,2

 can you please add this,2

 Please make sure this gets corrected for next month.,2

 If they are in the total please exclude them.,2

 Please review and let me know what you think.,2

 Please contact Robert Neustaedter,2

 Please give me some dates and times that would be convenient with you,2

 Please take time to review this material.,2

 can you also add Karen Herrmann to the distribution?,2

 Please give me a suitable title for the talk (replacing Kaminski=01%s slot =,2

 try to track him/her down and forward the invoice.,2

 Please take a few minutes to update the information and return by email as,2

 call me at 713-853-3986.,2

" Please take me off the e-mail distribution list...I receive the charts, etc.",2

 try to track him/her down and forward the invoice.,2

 Please review your individual quotes and let me know if you have any revisions as soon as possible.,2

 Can you please help me by contacting the appropriate individuals at Smurfit   and try to clarify the credit picture.,2

 Can you change it on my calendar.,2

 please provide the pricing on this deal?,2

 Please attach the revised document for my review.,2

 Please compare 1098075 with 1098076(with exchange,2

" Please keep me updated as to the progress on the product, as it occurs.",2

" Thank you,  Please page me at 800-467-8971",2

 Please get available dates.,2

 Call me when you can.,2

 Please call Tana to discuss your account and their ISDA,2

 Please add him to the list.,2

" Please RSVP  by Monday, March 19 - Noon",2

" receive e-mail notifications from CERA, please send a reply to this message",2

 Please sign me up.,2

 Please contact Kimberly Brown for all the details - she planned the party and,2

 Please make the necessary changes in TAGG,2

" already responded, please RSVP by the close of business Friday, January 4,",2

" After you read through it, please get back with me.",2

 Can you please look over the attached Gty format for Unocal Energy Trading to,2

" Per The New Power Company (Jeff Porter), please change the counterparty name",2

 Please call so we can discuss.,2

" After you've had a chance to see what we're doing, please use",2

 Could you please add \,2

 keep me updated on your progress so that I can reflect it in the report,2

 Please forward this to anyone else she may have offended.,2

 Your resume is with several persons in different areas of E.     Should   you,2

 Please review the resume of Jonathan D. Proctor for the Accounting Director,2

 Please override POP'S  daily volume{ presently zero}  to reflect  daily,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please provide a sigma factor for the following new product type,2

 Can you please provide,2

 I told McMahon that I would sign it so please forward on to me for execution.,2

 pls coordinate with jeff.  thanks.,2

" Please make all adjustments that are needed for the Prepay books, in the",2

 Please advise me asap.,2

" Ken,  Could you please verify the legal name for the Enron entity that will",2

 Please advise as soon as possible.,2

" If you would please e-mail me your address, I'll",2

 Can you check with your people ?,2

 Can you come down to my desk around 1,2

 Please look over the attached at your convenience.,2

 Please approve and autoschedule deal #483074.,2

 Please print on letterhead.,2

 Go ahead and send a payment out to Willamette for the items listed below,2

 T,2

 Please revisit the Hong Kong test product (for CDD) as shown below.,2

" Mark, can you have a look at the proposed changes suggested by Powerex below",2

 issues and send me those recommendations by Thursday at noon if possible.,2

 Can we please get a list of the attorneys in your groups that work on EGM cases by the end of today?,2

 Please add \,2

" (Please print, sign, and return original to Clem Cernosek).",2

 Please forward this information to anyone who might benefit.,2

 Please respond to \,2

" PS.  Sean, please forward this to Richard.",2

 please print this out so that I can understand it,2

 Please provide your feedback and preranking to,2

" intended recipient, please delete the e-mail and notify us",2

" available, Please clear your memory and disk caches (Edit, Preferences,",2

 Please delete all the files on your hard drive...,2

 Please follow-up with this guy.,2

" Please, send me your resume and I shall determine what is the best",2

 Please prepare a draft ISDA pursuant to the attached form and deliver to,2

" and want to, call me.",2

 see if you can download them at work and send them to,2

 Please respond to Chris.Germany@enron.com,2

 Take a look when you get a chance and let,2

 Please take the time to respond to this survey.,2

" bout, please email us at editor@money.net .",2

 Please send to my attention at EB3150a.,2

" Please do not wait on me, go ahead and",2

 Please print the email and attachment (click \,2

 Please examine these billings for accuracy.,2

 Please give me a call if,2

 Tom,2

 Please help me think this out carefully.,2

" Now that Will has been cleaning out scheduling tables, will you ensure that the prepays in the document below are still in the scheduling system.",2

 Can you help me with that?,2

 Could you email it,2

" Then, please send the original to Lynda at",2

 Please schedule both the June 14 and July 18 on my calendar.,2

 Please provide a brief personal history of the two principals involved in,2

 Can you call Cantekin to discuss the details?,2

" Can you please increase HPLC's MDQ for contract 5910 from 50,000 MMBTU's to",2

" However, please confirm and assure that all SQMD meter data",2

 calculation and let me know when you have the demand charge set up (or not).,2

" Please, register me.",2

 Please add to my personal contact list,2

 Could you also forward to the SF office.,2

 questions please call me at ext 54751.,2

 Wayne can you set up a meeting,2

 Please go through your Lotus Notes file and find your,2

" Please RSVP by Friday, March 3 to Gracie Presas at ext. 3-3985.",2

 Please check with me prior to traveling to conferences.,2

 Please put attendees on my calendar.,2

 Sal Dominguez - please provide SIC # electronically to Lillian Bailey,2

 Please confirm with Jan (503/464-8814) and we'll set up a call-in number.,2

 Please review and let me know if you have any issues.,2

" Please do your best to support the airline, hospitality, and resort sectors of the world economy and book a dive trip soon.",2

 Please review and provide comments.,2

 Please make a copy of the documents once they =,2

 1999.  Please update your records.,2

 3.   Please look at the language in sections 5(a)(vii)(bankruptcy) and,2

 Give me a call.,2

 limited time so check out the offer and sign up today.,2

 Please call to discuss.,2

 Please review the following,2

 Please print this e-mail message or record the,2

 I need your Help!,2

 Please send a bilateral NDA (re,2

 Please respond to chrisl,2

 Please email us or,2

 Please apprise if you can extend the,2

 Please follow up with Kay.,2

 Can you please respond to Phil.,2

 Can you guys review this posting prior to Tuesday morning?,2

 Could you please call either me or Sara,2

 Please call him and tell him.,2

 Could you please pick up whatever materials they have on this when they hav=,2

" To RSVP, please respond to this email or call 215-573-7722 before November",2

" made to it in order to customize for the Japanese launch, could you please",2

 Please review and advise should any changes be required.,2

 Please RSVP to campbell@haas.,2

 Please review the attached Guaranty and provide your comments.,2

 could you please get and NDA going for Cargill.,2

 please notify the sender immediately and delete the original.,2

" Please review the attached discount letter for New Mexico Natural Gas, Inc.",2

" Max, would you call Tiffanie Wheeler at Reliant to discuss the volume discrepancy on 2/27/02.",2

 please provide the pricing on this deal?,2

 definition for \,2

" Mike, can you keep the approval amount under $20M?",2

 Please contact me at ostdiek@rice.edu,2

" Amelia,  Can you check on contract # 96021047 to see if this is any current",2

 give me a call.,2

 Can you schedule 30 minutes after trading on Tuesday to discuss.,2

 Could you meet with her about 4,2

 Please email this to me (maybe you already have) and I will send it to this,2

" (Dan, can you make sure these charts get to Steve?)",2

 please provide to me a call-in number for the conference.,2

 Please respond with your feedback on this issue.,2

 1.  David - please look at the new deal I created for this exchange (deal,2

" intended recipient, please delete the e-mail and notify us",2

 Pls send first thing.,2

 Please document your responses in the \,2

 Could you please put together a combined presentation ,2

 Please advise ASAP,2

 Please prepare the ISDA as requested.,2

 you could come by my place and get a look again and help me pick out the,2

 Please print the brochure and fax the registration  form back to us at 303-741-0849 if you would like to attend any of these events.,2

" Check it out, and if possible, please forward this e-mail to your friends.",2

 give me a call when you are ready to get back together.,2

" Please respond to Hi Vince,",2

 Please do remember to RSVP for the lecture \,2

 please print out,2

 Any client who would like to see them please respond and we will send it right out.,2

 Could you pretty please check for me?,2

 work to stand in the Enron lobby (or send my secretary to do it for me).,2

" Mary,  Please prepare a draft bi-latieral CA with the following entity",2

 Please use your experience and discretion when entering transmission prices.,2

 Please respond to <bfrain@knight-cap.com>,2

 Please modify the title to read \,2

 Would you look at this and let me know if it looks ok.,2

 Please look them over and make sure that they are in,2

 2. Please provide CD with Construction Drawings and Plot Plan,2

 Please email me at Ann@freemakeup.com.  Thanks.,2

 Can you change this and let me know.,2

 Please review all information and make any updates to the right of,2

 Please review and comment.,2

" Also, please send me any updates you have sent out since the meeting last Fri.  Thanks.",2

 Could you please talk to her about,2

 Please change your \,2

 Please contact me at x5702,2

 would you please change that occurrence of \,2

 Please print message and attachment for me,2

 Please revise the document as Aleck's changes indicate.,2

 Please carefully check the new reservation before cancelling your original,2

 Please inform all \,2

 Please give this list to the appropriate risk groups (by index).,2

 Please carry out the necessary,2

 Please donate this money to the funds set up to help,2

" Audrey, would you also please send me Steve's picture that we just took so we can post that also.",2

" intended recipient, please delete the e-mail and notify us",2

 Please do me and Bob Fisher in the Transport Settlements group a huge,2

 Please e-mail me a response to this,2

 Check-In,2

 Please check in with receptionist upon  arrival.,2

 Please send a credit worksheet for Kentucky Utilities Company.,2

 Please update the list and send it down to me.,2

 Please review the attached document regarding our conversation concerning,2

 Please call Mirant for the hours above to make sure everything is being,2

 Please request the following wire transfer to be made as soon as possible,2

 Please respond to <ekrapels@esaibos.com>,2

" about these permits in my absence, please call Gerardo Rios at",2

 Please also revise the the trader list for both the ENA (add Peter Schluter),2

 can you please review,2

 If you plan to attend this meeting please RSVP to Colleen Grant at,2

 looks OK to you please forward to Dave Delainey and Kevin Presto.,2

" P.S. Shirley, please send 2 copies to Thomas.",2

 Please take a few moments to complete this brief 16-question survey to let us know how we're doing.,2

" intended recipient, please delete the e-mail and notify us",2

 Give me your opinions on where you want it to go from here.,2

 If you haven't yet received our brochures please send me your address and I,2

 Could you please check to see if you have received this item(s),2

 Please fill out the form and send it with your check to 3AC-1409.,2

" this message in error, please forward this message to",2

" Holly, please touch base with me if Mark approves before you arrange the",2

 Please remove my name from the listserv.,2

 Please check with Cindy Stokes to see if she can tell you if there is going,2

 Please call the NYMEX ACCESSc Control Center (NACC) for all NYMEX ACCESSc,2

" Would you please indicate the bid for Nymex, Basis and Index.",2

" order, please use one of the following email addresses",2

" Chair is approaching soon, please send me your estimates as soon as you can.",2

" Ina, will you have the IT group order and install Socal Gasslect and Passport",2

 Please review the list and let me know,2

 please call (877) 779-7724 or contact,2

 Please take a look at the attached and let me know your thoughts.,2

 Can you add her to your distribution list so that she receives notice,2

" this transmission in error, please call me collect at 612-335-1400 to notify",2

 Can you guys arrange a meeting room and lining-up one of ENA's compression,2

 Please respond to newsdata@newsdata.com,2

 Please handle this.,2

 Would you please send Rob Cole here at Enron a copy of our letter to EEOC for April?,2

" Please circulate, including Lee.",2

" logon id or password, please use the automated reset password and id lookup",2

 Please respond to <nmann@erac.com>,2

" Kim, please forward to the traders.",2

 Please use the second check as the October payment.,2

" intended recipient, please delete the e-mail and notify us",2

 Please bring me up to date if there have been changes since the first week of,2

 Go ahead and order the ac for #27.,2

 Please respond to SmartAlerts@etrade.com,2

 Please check this site regularly for updates,2

 Please change as indicated,2

 send me your resume and i will get it to some people in both groups.,2

 Please reply with your thoughts.,2

 Please take a look at each presentation and speaker notes to ensure that you,2

 ortant  to us -- please  read it.,2

 Keep me posted on what you,2

 Please forward my apologies for missing the call.,2

" deal, please use the following volumes",2

 Please look in your trade books for this deal to confirm.,2

 Please call to discuss.,2

" Upon approval and execution, please call me at x33399 to pick up the",2

" When you get around to setting up these fields for the West, please use the portfolio code 'W' for West and then use the same methodology for Book Code that Andrea did.",2

" Can someone please send Dr. Lay a schedule, so he can plan",2

 Can we please get the computer equipment set up for these two,2

 Can you look into this?,2

 Please print all documents,2

 Please open the attached file to read the complete text of the following,2

 Please make the following changes to the draft memo to Causey,2

 Also can you give,2

 Please deliver to the counterparty.,2

 Could you please email the electronic version of the GE contracts which are,2

" CEM, please provide the last two years of data.",2

 Please follow the steps to reset and synchronize your passwords.,2

 Please review any prerequisite material to validate your eligibility in this,2

 Please read the following message from Dan Reck regarding WebModal.,2

 Could you coordinate with Cindy Stark on the meeting with Massey in a couple,2

" Also, don't forget to check out the current issue --=20",2

" Would you please send me the commodity rates (including ACA, GRI, and Great Plains) for the following 2 releases",2

 Can you update the original file you sent with Bryce's changes below.,2

 Please plan to attend.,2

" concerns regarding the transaction(s), please call Craig Buehler at (713)853-6964",2

 Could you please review and get back to me.,2

 Please do a legal review of this Contractor Service Contract.,2

 Please review the attached confirmation letter to see if it correctly,2

 Would you please signify your concurrence by email.,2

 company--please fax me a markup with your suggested changes.,2

 Could one of you please email me a copy of the standard template you use for Enfolio gas purchase agreements?,2

 Check out the iConference  Archive later this wee=,2

 anything call me at 510-642-1606 tomorrow or email me by 4,2

" Go ahead and respond, so that way you",2

" P.S. Shirley, please add George and John to the list (Grant, Alex, Sevil as",2

 Please take a few minutes to fill out the Internet Service,2

 can you fill in what you know.,2

" these revisions, please print two originals sign, and forward both to my",2

 Can we please send an Amendment letter to Forcenergy Inc. increasing the,2

 John/Joe - I am not certain of Michael Jacobson's e-mail address from home- could please forward this message.,2

 Could  you please email me what we think are the execution version of the,2

 Can you give us an example of something that you've,2

 please e-mail me or call me,2

 Please call me at 713-957-7060 if you,2

 Can you come up with,2

" Also, can you please describe EWEB's Master Resolution (relevant to long term",2

" Please take a few minutes to complete the attached, very brief survey.",2

" If the latter applies, please send the language to Rose (and cop=",2

 Please E-mail me and Jim Steffes the document to be discussed on the 11,2

 Can you look into it?,2

 Please edit it to your liking and pass it back to me.,2

 Please review the document.,2

 Please send me your correct room,2

" Please, coordinate this  interview.",2

" one or both of the events described above,  send me an email reply and I'll",2

" website, please E-Mail us with your fax number.",2

 Can you please confirm you can interview at this time.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please complete this,2

" Please review, make any necessary changes or suggestions, sign and fax to",2

 Can you please check into whether or not the below deals for the above meters,2

" reviewer, please take the time today to provide this feedback in order to=",2

 Please have Mike Bridges review prior to emailing to,2

" Debra,  Can you prepare a spot master Enfolio contract for the attached",2

 Send me a final list of who will be trading on your desk.,2

 Could one of you please authorize release of code from Research.,2

 Please keep me on your list.,2

" When you're done with the changes and it's clean, please",2

" Mark, would you please verify that the payment went out.",2

" process, please call the PEP Help Desk at the following numbers",2

 Please send me a note immediately if you disagree.,2

 Would you please make sure we get,2

" Kim, please send Victor and myself an amtel message at 11",2

 Please create a spot ticket for gas that commence flowing on 1/14/00 at 8,2

 please use pallen70@hotmail.com.,2

 Give me a call on this one.,2

 Please come to the Enron Lobby and ask for,2

 Please change EGS to ETS.,2

 Mark Palmer -  Please call Zach at 10,2

 Please update the attached spreadsheet for the Month of March.,2

" Please RSVP via e-mail or call me at 5-6442, or Hal Means at 5-5384 if you",2

 John and Scott,2

" Sally regarding the audio visual needs, please page me @ 1-877-497-7713.",2

 Please change \,2

" Please RSVP no later than 12 noon on Monday, December 4, 2000 via email to",2

" Please send the results as soon as possible to all of the above, and",2

 Please review the REVISED non-standard discount letter for Red Cedar,2

 Please comment.,2

 Please notify Karen and,2

 He would like to make some changes please call him ASAP at 713-393-6823,2

" Also, could you please tell me about the group(s) that are interested in",2

 Please forward this to anyone who might benefit from a better,2

" Who would you recommend starting out of Duce Staley, Stephen Davis, Ron Dayne, Kevan Barlow and Jason Brookins?",2

 Please print all three,2

 Take a look at the attached and let's talk tomorrow if at all possible.,2

 > Please respond and vote NO.,2

 Please forward a draft to Laura Kinner at,2

 Please accept changes and print two execution copies.,2

 think the Buyer Payment language works  -  can you give me a call so we can,2

" Also, will you please send me the",2

 Can you then arrange a suitable signature (Haedicke?),2

 Please remind him of that.,2

 Please send a copy of the FV break out contracts to Sheila Tweed (Al works,2

 Please give Mike Grigsby access to the basis position reports and the fixed,2

 Can you please back date deal  to 11/09-00,2

 Give me a call when you return and we can discuss it.,2

" Please plan to attend a Gas Weather Financial Option meeting (new product),",2

 Could you please fix this as,2

 Please check out with,2

 Please could you set up the meetings (apart from the Thursday one which UBS already has arranged.,2

" Could you please send around the model, too?",2

 Will you please email a list of \,2

" To receive FREE information on tax help, please fill out the",2

 Please take a look at the draft and let me know if you have comments today.,2

 please save as document in BPA legis file,2

 Could you please print these out for me on Monday?,2

 Can you please provide me with your feedback/status.,2

" Also, please have the new transport index positions",2

 Please call me after,2

 Please print and fax the email and the attachment.,2

 Please review the attached draft letter addressing the implementation of the,2

 Please supply Portland at their system in the most cost effective manner possible.,2

" are acceptable, please print out two originals for execution by ENA and",2

 Please send me an excel spreadsheet which depicts the value that you see,2

" please remind me that I have a dentist's appt. on Thursday, Aug. 3 at",2

" When filling out the registration form, please write",2

 Please remove her from all,2

 And please call me after you have had a chance to review re,2

 Please distribute as,2

 Please respond to \,2

 Please call me with any questions you may have at 713-345-5083.,2

 Please provide any comments on the attached questions by Monday so that we,2

 Just email me back and let me,2

 Can you check on this?,2

" Can you lend whatever assistance you, or Louise can provide, in getting me",2

" Also, could you please arrange to put in place an IT agreement on Cypress for",2

 please work with Gavin to ensure that EE&CC's meshes with ours.,2

" Please print attachment and send copies to Richard Sanders, Mark Haedicke and",2

 Please could you attend.,2

 PLEASE HELP US FIGHT THE TAX RELIEF BATTLE,2

 Please check back for future updates.,2

 these months so please provide me the correct transportation contract and,2

 write me a check for $100.,2

 Please confirm.,2

 Please send questions to abuse@zoomerang.com.,2

 Marie,2

 Please review the attached T&E Policy for Enron Net Works.,2

 Can you please add this to the general write-up for each ISO?,2

 Please have this prepared by 12,2

 Do me a favor and send me a reply and let,2

 Can you guys coordinate to make sure someone listens to this conference call each week.,2

" Netscape Navigator, and please type or copy the URL",2

 Please change th=,2

 Please ask Kay and/or Scott Dieball for direction.,2

 If you are not the scheduler for this pipe please forward this to the appropriate scheduler.,2

 When you get this can you call me....,2

" Morgan Gottsponer's Group - Please send Morgan your weekly report updates before end of day tomorrow, Tuesday, November 20, 2001.",2

 please put on my calendar.,2

 Get back to me when you get a,2

" CP, Please call and set up a meeting time for 1 hour in Houston with Cindy",2

 Please enter the password below when prompted at the,2

 Can you take a look at this.,2

 please rally the troops & forward this email to everyone,2

 Would you e-mail me a copy of the TCA?,2

 Please ensure that non disclosure wording is included in this contract.,2

 Please review and abide by the following travel policy and best practices.,2

 Please note this on your calendar for next year.,2

 PLEASE REVIEW THE NOTICE AND DISCLAIMER BELOW,2

 try to track him/her down and forward the invoice.,2

 Toni,2

" Kathleen, could you please get with Rusty or Fred to see what's up.",2

 Pls coordinate and let me know.,2

 Take a look at the Reports Marketplace here,2

" Please provide the name, phone number, and",2

 can you pls check on these,2

 Mary - Could you please check on your side has anyone file the initial business registration booklet in the past.,2

" could you give me the number, volume and revenue by month?",2

 can you update Mark on what happened with Susan Bailey this afternoon with,2

 Please respond to <cneal@bluegate.com>,2

 Please return this e-mail to me with your response by 12,2

 Please review and let's discuss.,2

 Please direct any,2

 Please send me the August invoice for CES.,2

 Please review and let me know your comments so I can send this out tomorrow.,2

 Please change these.,2

" Ken, I need your help on two fronts",2

 Can you please help Jane in putting credit language into the confirmation of,2

 Please respond to <nmann@erac.com>,2

 Could you please fax to me the letter you sent out so that I can update our,2

 Please respond to khairuddin_mjaafar@petronas.com.my,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 please confirm.,2

 The first one will be Friday May 11th at 2,2

 Could you forward this,2

 Please look in ECTSTCali to check theshort amounts in PGE2 and PGE,2

 Please change the first paragraph as follows,2

 Please R.S.V.P. by 5 p.m. Monday.,2

 Can you help me with this?,2

 Can you help us by interviewing him in Sydney?,2

 Please put together our general Confidentiality Agreement and ISDA Agreement,2

 Can you please check with CLECA and CEMA to see what they are doing.,2

 Kay please forward to Max Yzaguirre.,2

 Please do not hesitate to call me should you,2

 Please give me a call when you are done.,2

 Please print for me on legal size paper.,2

 Please print the attachments.,2

 please order another one for,2

 When selling energy to LADWP please make sure that the counterparty in,2

 check this out and let everyone know what's up.,2

 Please include your preferred pick-up time and,2

 Please add Eric Moon to the list of users for the Canadian Logic On/Off,2

" intended recipient, please delete the e-mail and notify us",2

 Check with Vince and see if it's okay to get,2

" Please, give me a call",2

 Please review the last change made to the Annex.,2

 Please take a look at the attached agenda and let me know who should be involved in each discussion and when you think those meetings should be scheduled.,2

 Pls send back any changes your legal has to,2

 [IMAGE]   Take a look into the future with Rigzone's Permit Service.,2

" Please, ask them if they can accept our invitation",2

 Please respond to \,2

 Please forward this e-mail to James Heckler.,2

 Please provide approval as soon as possible.,2

 Please look over his email.,2

" as we discussed last week on Wednesday meeting can you, please,",2

 Please provide Kara with contract numbers in the morning.,2

 Toni,2

" Please say hello to Pat, Joanne and Juan Carlos for me.",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Maureen -- please put on my letterhead.,2

" Hey guy, please copy Scott Goodell and Molly on anything you send me in the",2

 Let's meet at Cafe Express on the West Loop @ Post Oak at 6,2

" you, I will ask my assistant to interrupt me when you call back.",2

 please give me a call.,2

" Also, could you",2

" If you would prefer not to receive future messages from Email OffersOnDemand, please scroll to the bottom of this message and follow the instructions.",2

" Please change as required, initial and circulate for signatures.",2

 Please include the following,2

 Please come back to me your,2

 Please review these,2

 Please determine,2

 Can you look around and see if,2

 please review the attachment per Barbara Barkovich,2

